summary_x,gameId,gameDate,away,home,awayOdds,homeOdds,date,status,details.seasonType,details.season,details.conferenceGame,details.divisionGame,teams.away.team,teams.away.conference,teams.home.team,teams.home.conference,teams.home.division,venue.name,venue.neutralSite,venue.city,venue.state,scoreboard.score.away,scoreboard.score.home,teams.away.division,scoreboard.score._id,venue.country,week,home_pregame_elo,home_postgame_elo,away_pregame_elo,away_postgame_elo,home_division,away_division,completed,home.offense.plays,home.offense.drives,home.offense.ppa,home.offense.totalPPA,home.offense.successRate,home.offense.explosiveness,home.offense.powerSuccess,home.offense.stuffRate,home.offense.lineYards,home.offense.lineYardsTotal,home.offense.secondLevelYards,home.offense.secondLevelYardsTotal,home.offense.openFieldYards,home.offense.openFieldYardsTotal,home.offense.standardDowns.ppa,home.offense.standardDowns.successRate,home.offense.standardDowns.explosiveness,home.offense.passingDowns.ppa,home.offense.passingDowns.successRate,home.offense.passingDowns.explosiveness,home.offense.rushingPlays.ppa,home.offense.rushingPlays.totalPPA,home.offense.rushingPlays.successRate,home.offense.rushingPlays.explosiveness,home.offense.passingPlays.ppa,home.offense.passingPlays.totalPPA,home.offense.passingPlays.successRate,home.offense.passingPlays.explosiveness,home.defense.plays,home.defense.drives,home.defense.ppa,home.defense.totalPPA,home.defense.successRate,home.defense.explosiveness,home.defense.powerSuccess,home.defense.stuffRate,home.defense.lineYards,home.defense.lineYardsTotal,home.defense.secondLevelYards,home.defense.secondLevelYardsTotal,home.defense.openFieldYards,home.defense.openFieldYardsTotal,home.defense.standardDowns.ppa,home.defense.standardDowns.successRate,home.defense.standardDowns.explosiveness,home.defense.passingDowns.ppa,home.defense.passingDowns.successRate,home.defense.passingDowns.explosiveness,home.defense.rushingPlays.ppa,home.defense.rushingPlays.totalPPA,home.defense.rushingPlays.successRate,home.defense.rushingPlays.explosiveness,home.defense.passingPlays.ppa,home.defense.passingPlays.totalPPA,home.defense.passingPlays.successRate,home.defense.passingPlays.explosiveness,away.offense.plays,away.offense.drives,away.offense.ppa,away.offense.totalPPA,away.offense.successRate,away.offense.explosiveness,away.offense.powerSuccess,away.offense.stuffRate,away.offense.lineYards,away.offense.lineYardsTotal,away.offense.secondLevelYards,away.offense.secondLevelYardsTotal,away.offense.openFieldYards,away.offense.openFieldYardsTotal,away.offense.standardDowns.ppa,away.offense.standardDowns.successRate,away.offense.standardDowns.explosiveness,away.offense.passingDowns.ppa,away.offense.passingDowns.successRate,away.offense.passingDowns.explosiveness,away.offense.rushingPlays.ppa,away.offense.rushingPlays.totalPPA,away.offense.rushingPlays.successRate,away.offense.rushingPlays.explosiveness,away.offense.passingPlays.ppa,away.offense.passingPlays.totalPPA,away.offense.passingPlays.successRate,away.offense.passingPlays.explosiveness,away.defense.plays,away.defense.drives,away.defense.ppa,away.defense.totalPPA,away.defense.successRate,away.defense.explosiveness,away.defense.powerSuccess,away.defense.stuffRate,away.defense.lineYards,away.defense.lineYardsTotal,away.defense.secondLevelYards,away.defense.secondLevelYardsTotal,away.defense.openFieldYards,away.defense.openFieldYardsTotal,away.defense.standardDowns.ppa,away.defense.standardDowns.successRate,away.defense.standardDowns.explosiveness,away.defense.passingDowns.ppa,away.defense.passingDowns.successRate,away.defense.passingDowns.explosiveness,away.defense.rushingPlays.ppa,away.defense.rushingPlays.totalPPA,away.defense.rushingPlays.successRate,away.defense.rushingPlays.explosiveness,away.defense.passingPlays.ppa,away.defense.passingPlays.totalPPA,away.defense.passingPlays.successRate,away.defense.passingPlays.explosiveness,away_cover
2022-Wake Forest @ Louisville,285380,2022-10-29T19:30:00.000Z,-4,4,-115,-105,2022-10-23T20:10:47.347Z,final,regular,2022,TRUE,TRUE,Wake Forest,ACC,Louisville,ACC,Atlantic,Cardinal Stadium,FALSE,Louisville,KY,21,48,Atlantic,,,9,1604,,1765,,fbs,fbs,,57,12,0.027340684,1.558418998,0.280701754,1.884571184,1,0.214285714,2.582142857,72,1.107142857,31,2.214285714,62,-0.215974665,0.290322581,1.363059436,0.317447447,0.269230769,2.555086287,0.031611229,0.88511442,0.25,1.528919879,0.130901796,3.665250289,0.321428571,2.161188865,65,13,-0.048005727,-3.120372262,0.4,0.924339716,1,0.257142857,2.911428571,102,1.028571429,36,1.485714286,52,-0.114117291,0.488372093,0.670235856,0.081212329,0.227272727,1.991575931,0.049364022,1.727740782,0.428571429,0.836856713,0.109471386,3.065198795,0.392857143,1.043634721,74,12,0.343735351,25.436416,0.445945946,1.517407369,1,0.21875,2.34375,75,0.78125,25,1.09375,35,0.059312193,0.4,1.153231909,0.785081632,0.517241379,1.95441792,-0.056615338,-1.811690812,0.34375,0.9580618,0.719297712,29.49120621,0.536585366,1.797080153,68,13,0.073948183,5.028476448,0.367647059,1.380211757,1,0.333333333,1.719047619,36,1.095238095,23,0.952380952,20,-0.271234929,0.380952381,0.633621649,0.631551673,0.346153846,2.707483062,0.05116849,1.0745383,0.428571429,1.149048176,0.084126344,3.953938148,0.340425532,1.510241272,FALSE
2022-New Mexico State @ Massachusetts,285384,2022-10-29T19:30:00.000Z,-3.5,3.5,-100,-120,2022-10-23T20:10:47.607Z,final,regular,2022,FALSE,FALSE,New Mexico State,Independent,Massachusetts,Independent,,Warren McGuirk Alumni Stadium,FALSE,Amherst,MA,23,13,,,,9,869,,1047,,fbs,fbs,,58,12,-0.197043797,-11.42854022,0.275862069,1.183460369,1,0.297297297,2.297297297,85,1.243243243,46,0.513513514,19,-0.137558317,0.387096774,0.863373448,-0.265341941,0.148148148,2.143721132,-0.128042378,-4.737567988,0.297297297,0.858235132,-0.318617726,-6.690972236,0.238095238,1.898955891,68,12,0.271009765,18.428664,0.411764706,1.524081504,0.4,0.324324324,2.583783784,96,0.810810811,30,2.486486486,92,0.085379055,0.456521739,0.933147197,0.659146703,0.318181818,3.296884425,0.004726943,0.174896887,0.351351351,0.99079238,0.783896183,22.7329893,0.517241379,1.986265411,47.6,10.6,0.005294282,0.196156988,0.307509579,1.196885999,0.733333333,0.197775306,2.239377086,66,0.55461624,16.2,0.846941046,24.6,0.101391183,0.38,1.166722824,-0.229219118,0.14916388,1.30959983,-0.074579752,-2.183156665,0.278754171,0.8717745,0.145458977,2.379313652,0.359259259,1.614653525,68.4,10.6,0.027428804,1.469767524,0.327096774,0.912833886,0.58,0.15708502,2.885964912,110.4,0.548178138,21,0.133333333,5.2,0.047663088,0.426789168,0.785325082,0.007948096,0.123671498,1.704853353,0.029156751,1.108863217,0.376788124,0.693464856,0.095021694,1.744257839,0.276297335,1.277836835,TRUE
2022-Illinois @ Nebraska,285387,2022-10-29T19:30:00.000Z,-6.5,6.5,-110,-110,2022-10-23T19:52:33.425Z,final,regular,2022,TRUE,TRUE,Illinois,Big Ten,Nebraska,Big Ten,West,Memorial Stadium (NE),FALSE,Lincoln,NE,26,9,West,,,9,1534,,1701,,fbs,fbs,,52,13,0.454769992,23.64803961,0.461538462,1.681853613,1,0.157894737,3.389473684,64,1.263157895,24,4.105263158,78,0.535757026,0.552631579,1.572538425,0.234948044,0.214285714,2.447059933,0.634054921,12.04704351,0.578947368,1.371437795,0.494094303,15.3169234,0.419354839,1.944513152,100,13,0.271024039,27.10240392,0.58,1.00422338,0.846153846,0.212765957,3.261702128,153,1.29787234,61,0.531914894,25,0.365872551,0.671052632,0.90144994,-0.029329583,0.291666667,1.753001298,0.123570523,5.807814585,0.574468085,0.709501389,0.477207889,24.81481024,0.596153846,1.260916727,85,10,0.361189542,30.70111107,0.447058824,1.196297976,1,0.037735849,3.445283019,183,0.962264151,51,0.660377358,35,0.274702974,0.456140351,1.062866308,0.537251484,0.428571429,1.485399924,0.191663926,10.15818809,0.396226415,0.994062311,0.641966343,20.54292298,0.53125,1.446118504,41,10,-0.025353643,-1.039499355,0.341463415,1.442062258,1,0.045454545,3.777272727,83,1.363636364,30,2.590909091,57,-0.24656896,0.333333333,1.091990653,0.577960859,0.363636364,2.317241268,0.60851057,13.38723253,0.454545455,1.750939713,-0.518583442,-8.297335076,0.25,0.669868619,TRUE
2022-Oklahoma State @ Kansas State,285392,2022-10-29T19:30:00.000Z,1,-1,-105,-115,2022-10-23T20:37:01.328Z,final,regular,2022,TRUE,TRUE,Oklahoma State,Big 12,Kansas State,Big 12,,Bill Snyder Family Stadium,FALSE,Manhattan,KS,0,48,,,,9,1687,,1833,,fbs,fbs,,53,12,0.374007308,19.82238734,0.377358491,2.026885023,0.5,0.333333333,2.46,74,1.1,33,2.066666667,62,0.199763688,0.382352941,1.614602385,0.685811681,0.368421053,2.79255278,0.012426017,0.37278052,0.3,1.516827616,0.845635079,19.44960682,0.47826087,2.44420472,82,12,0.24083201,19.74822482,0.402439024,1.572926793,0.6,0.134615385,3.161538462,164,0.730769231,38,0.807692308,42,0.187808874,0.471698113,1.193069612,0.337736361,0.275862069,2.759980482,0.111606041,5.803514113,0.384615385,1.04916663,0.46482369,13.94471071,0.433333333,2.378711659,98,19,0.162820635,15.95642228,0.418367347,1.31138308,1,0.157894737,2.260526316,86,0.657894737,25,1.631578947,62,0.102751422,0.461538462,0.985900607,0.281138783,0.333333333,2.199062552,0.111680097,4.243843695,0.394736842,1.169155047,0.195209643,11.71257858,0.433333333,1.393437714,81,19,0.110385699,8.941241595,0.345679012,1.607612766,1,0.225806452,2.851612903,88,1.35483871,42,2.774193548,86,-0.149671645,0.395833333,1.059722616,0.488650925,0.272727273,2.76426975,0.106284578,3.294821914,0.419354839,1.074673761,0.112928394,5.64641968,0.3,2.069493237,FALSE
2022-Oregon @ California,285397,2022-10-29T19:30:00.000Z,-15,15,-110,-110,2022-10-23T20:37:01.289Z,final,regular,2022,TRUE,TRUE,Oregon,Pac 12,California,Pac 12,North,California Memorial Stadium,FALSE,Berkeley,CA,42,24,North,,,9,1501,,1593,,fbs,fbs,,65,10,0.172037315,11.18242544,0.384615385,1.407346131,1,0.269230769,2.769230769,72,0.692307692,18,0.076923077,2,-0.095120677,0.435897436,0.952913738,0.572774302,0.307692308,2.373014968,-0.116182314,-3.020740174,0.423076923,0.558130946,0.364183734,14.20316562,0.358974359,2.074586634,83,11,0.255981669,21.24647852,0.578313253,0.884715307,0.833333333,0.133333333,3.296666667,99,0.466666667,14,0.066666667,2,0.254707246,0.682539683,0.720979108,0.259996101,0.25,2.292846617,0.051253102,1.537593048,0.566666667,0.473350345,0.371865764,19.70888548,0.58490566,1.110302544,75,9,0.506341297,37.9755973,0.546666667,1.325764098,1,0.14893617,3.885106383,183,1.680851064,79,0.553191489,26,0.570621588,0.62962963,1.172963164,0.341049121,0.333333333,2.06794006,0.345246929,16.22660564,0.553191489,0.968420207,0.776749702,21.74899166,0.535714286,1.945160176,69,8,0.311942021,21.52399945,0.579710145,1.086711846,1,0.133333333,3.653333333,110,1.366666667,41,1.166666667,35,0.270660955,0.62,0.838663991,0.420576406,0.473684211,1.941098903,0.298275094,8.948252812,0.6,0.795335236,0.322455042,12.57574663,0.564102564,1.32511089,TRUE
2022-Northwestern @ Iowa,285408,2022-10-29T19:30:00.000Z,10.5,-10.5,-110,-110,2022-10-23T20:10:47.294Z,final,regular,2022,TRUE,TRUE,Northwestern,Big Ten,Iowa,Big Ten,West,Kinnick Stadium,FALSE,Iowa City,IA,13,33,West,,,9,1683,,1275,,fbs,fbs,,58,14,-0.140839937,-8.168716361,0.206896552,1.155392141,1,0.068965517,2.713793103,79,0.724137931,21,0.517241379,15,-0.138746599,0.303030303,0.970727465,-0.143603144,0.08,2.078715524,-0.004555573,-0.132111625,0.206896552,1.158490582,-0.246004862,-6.396126414,0.230769231,1.152293701,62,16,0.295313831,18.30945752,0.5,1.022746611,0.571428571,0.2,3.003333333,90,0.633333333,19,0.1,3,0.379962881,0.56,0.994052134,-0.057390546,0.25,1.290561725,0.079559022,2.386770653,0.466666667,0.576333344,0.543384895,16.84493174,0.548387097,1.390381065,69.6,11,0.095403303,6.67092772,0.522184874,0.844238692,0.96,0.078518519,3.525925926,149,0.94962963,41,0.41037037,17.8,0.113579862,0.589417989,0.774668262,0.024650901,0.302631579,1.221203581,0.193429765,9.124857836,0.528888889,0.722804773,0.207867116,5.360241364,0.55990676,0.954013389,75.8,10.8,0.28378728,21.08152905,0.468120934,1.15495639,0.86,0.137955347,3.357720329,147.4,1.173913043,52.2,1.925264395,87.2,0.306150609,0.541632928,0.985257536,0.245823689,0.257142857,2.224454404,0.248372246,11.18628771,0.518918919,0.907440749,0.320553792,9.895241339,0.395,1.560759519,FALSE
2022-North Texas @ Western Kentucky,285409,2022-10-29T19:30:00.000Z,9,-9,-100,-120,2022-10-23T20:37:01.625Z,final,regular,2022,TRUE,FALSE,North Texas,Conference USA,Western Kentucky,Conference USA,East,L.T. Smith Stadium,FALSE,Bowling Green,KY,40,13,West,,,9,1797,,1313,,fbs,fbs,,69.2,12.4,0.088590856,6.239950532,0.446637103,1.075448699,0.888888889,0.137662338,3.348225108,135.2,1.234632035,50,1.327272727,53.4,0.245584588,0.565116279,0.96511442,-0.189823997,0.216908213,1.717219106,0.180500957,7.216155989,0.471861472,0.975806959,-0.044832664,-0.499781713,0.4,1.310609188,51.8,13,0.021000981,0.818970654,0.331495355,1.343950767,0.533333333,0.156,3.3122,102.8,1.142,35.2,1.631,51.8,0.001303043,0.407804878,0.926833789,0.06488335,0.208235294,2.660716133,0.128635192,4.066933305,0.381,1.043290936,0.039096696,0.434858678,0.233650794,2.895229169,52,11,0.244403577,12.70898598,0.269230769,2.26934957,0,0.157894737,2.315789474,44,0,0,5.638297872,265,0.062258647,0.3,1.383226965,0.492783025,0.227272727,3.864370259,-0.26997029,-5.129435518,0.105263158,0.234666956,0.554853054,17.75529773,0.375,2.608463339,92,13,0.305036776,28.06338335,0.510869565,1.070310136,0.8,0.040816327,4.220408163,207,1.591836735,78,0.836734694,41,0.30373903,0.565217391,0.917062304,0.308930013,0.347826087,1.817393316,0.425404822,20.84483629,0.591836735,0.971253873,0.189552085,7.961187589,0.428571429,1.229900781,TRUE
2022-Temple @ Navy,285410,2022-10-29T19:30:00.000Z,14,-14,-120,-100,2022-10-23T20:37:01.520Z,final,regular,2022,TRUE,FALSE,Temple,AAC,Navy,AAC,West,Navy-Marine Corps Memorial Stadium,FALSE,Annapolis,MD,20,27,East,,,9,1461,,1077,,fbs,fbs,,62,10,0.143199447,8.878365731,0.403225806,1.35409091,1,0.083333333,3.40625,164,0.708333333,34,0.916666667,44,-0.094654815,0.444444444,0.876033421,0.77281367,0.294117647,3.266320866,0.139435907,6.692923523,0.4375,1.031080684,0.527979643,6.335755713,0.333333333,3.049894596,63,12,0.548430632,34.55112979,0.53968254,1.346832286,0.833333333,0.117647059,3.611764706,123,1.411764706,48,0.941176471,32,0.435857706,0.571428571,1.116442624,0.942435871,0.428571429,2.421984046,0.35023318,11.90792812,0.470588235,1.037598012,0.780800057,22.64320167,0.620689655,1.621707197,73,15,-0.084036398,-6.134657088,0.232876712,1.605455477,0,0.307692308,2.138461538,56,0.846153846,22,0.461538462,12,-0.277375856,0.222222222,1.175318793,0.104077668,0.243243243,1.987799196,-0.159872418,-4.156682865,0.230769231,0.876766979,-0.042084558,-1.977974223,0.234042553,2.002921931,67,15,0.078701302,5.272987245,0.447761194,1.20592446,1,0.256410256,3.264102564,127,1.666666667,65,3.717948718,145,0.181154709,0.543478261,1.221995397,-0.145720447,0.238095238,1.125569777,0.268790164,10.48281641,0.512820513,1.146150042,-0.186065327,-5.20982917,0.357142857,1.325473296,TRUE
2022-South Alabama @ Arkansas State,285366,2022-10-29T20:00:00.000Z,-8.5,8.5,-120,-100,2022-10-23T20:10:47.815Z,final,regular,2022,TRUE,TRUE,South Alabama,Sun Belt,Arkansas State,Sun Belt,West,Centennial Bank Stadium,FALSE,Jonesboro,AR,31,3,West,,,9,1226,,1463,,fbs,fbs,,53,13,0.079966609,4.238230281,0.264150943,1.272601493,0,0.055555556,4.222222222,76,1.222222222,22,0,0,0.202543972,0.40625,1.214113575,-0.106817944,0.047619048,2.032944429,0.236649196,4.259685532,0.333333333,0.899775497,0.011161019,0.37947463,0.235294118,1.55222099,86,14,0.271095134,23.31418148,0.5,1.162639445,1,0.163265306,3.440816327,169,1.06122449,52,0.224489796,11,0.227012793,0.545454545,0.996056694,0.349305738,0.419354839,1.547061177,0.133099076,6.521854701,0.530612245,0.725556847,0.45384667,16.79232678,0.459459459,1.831118713,65,11,0.085512186,5.558292089,0.369230769,0.990627857,1,0.333333333,2.5,53,0.571428571,12,0.285714286,6,0.069006121,0.475,0.76322431,0.11192189,0.2,1.854761333,-0.110019838,-2.310416598,0.238095238,0.926004764,0.226235864,9.72814215,0.441860465,1.007633933,64,10,0.040889724,2.616942358,0.40625,0.815850512,0.75,0.027027027,3.567567568,132,0.783783784,29,0.027027027,1,0.173299368,0.555555556,0.78093988,-0.272712064,0.052631579,1.688616306,0.103687349,3.836431913,0.486486486,0.638661969,-0.054317546,-1.412256202,0.307692308,1.214524735,TRUE
2022-Missouri @ South Carolina,285403,2022-10-29T20:00:00.000Z,5.5,-5.5,-110,-110,2022-10-23T20:10:47.774Z,final,regular,2022,TRUE,TRUE,Missouri,SEC,South Carolina,SEC,East,Williams-Brice Stadium,FALSE,Columbia,SC,23,10,East,,,9,1546,,1424,,fbs,fbs,,58,12,0.117876708,6.836849088,0.379310345,1.21642996,0.666666667,0.121212121,2.903030303,96,0.666666667,22,0.909090909,30,-0.042002562,0.421052632,0.88836326,0.421647322,0.3,2.091274492,0.026839257,0.885695476,0.393939394,0.827736474,0.238046145,5.951153613,0.36,1.777876106,76,16,0.080061113,6.08464456,0.434210526,0.969943191,0.75,0.148148148,3.388888889,92,1.037037037,28,0.962962963,26,-0.020303334,0.52,0.729068262,0.273069664,0.269230769,1.864621498,0.133413232,3.602157266,0.555555556,0.579744383,0.187226881,8.799663429,0.382978723,1.295108864,64,13,0.133090989,8.51782331,0.390625,1.124625544,0.666666667,0.305555556,2.397222222,86,0.777777778,28,0.361111111,13,-0.007392724,0.404761905,0.930290533,0.401287169,0.363636364,1.537587441,-0.0917371,-3.30253561,0.305555556,0.73907484,0.477320129,12.88764349,0.518518519,1.42755824,73,13,-0.093811304,-6.848225181,0.301369863,1.542451846,0.5,0.333333333,1.551851852,42,0.62962963,17,0.222222222,6,-0.252781063,0.341463415,1.322840045,0.1098687,0.25,1.926772498,-0.268346819,-7.245364109,0.259259259,1.191693053,0.108518046,4.883312086,0.333333333,1.706139283,TRUE
2022-Coastal Carolina @ Marshall,285367,2022-10-29T23:00:00.000Z,2.5,-2.5,-110,-110,2022-10-23T20:10:47.923Z,final,regular,2022,TRUE,TRUE,Coastal Carolina,Sun Belt,Marshall,Sun Belt,East,Joan C. Edwards Stadium,FALSE,Huntington,WV,24,13,East,,,9,1549,,1670,,fbs,fbs,,73,22,-0.12347315,-9.01353992,0.246575342,1.53029465,0.5,0.225,2.5325,101,0.875,35,1.65,66,-0.374349174,0.282051282,1.086548001,0.164296408,0.205882353,2.227610811,0.014408053,0.576322103,0.275,1.609923641,-0.164420737,-5.097042856,0.225806452,1.405163378,71,21,-0.213323472,-15.14596649,0.183098592,1.37487125,0,0.266666667,2.6,78,1.033333333,31,0.8,24,-0.263161705,0.275,1.119819979,-0.149016073,0.064516129,2.777653246,-0.036172994,-1.08518983,0.266666667,1.120050811,-0.24687674,-9.134439396,0.135135135,1.782583954,88,10,0.301799824,26.55838454,0.397727273,1.617416695,0.6,0.076923077,3.474358974,136,0.794871795,31,0.230769231,9,0.043470732,0.403508772,1.038322088,0.776792026,0.387096774,2.727348024,0.132661727,5.173807348,0.41025641,0.886336598,0.436419943,21.38457719,0.387755102,2.233063092,48,9,0.843853886,40.50498652,0.6875,1.521308881,0.875,0.068965517,4.586206897,133,2.137931034,62,5.620689655,163,0.802006811,0.736842105,1.34130185,1.002872771,0.5,2.529348253,0.808581745,23.4488706,0.724137931,1.291967857,0.897690311,17.05611592,0.631578947,1.922655674,TRUE
2022-Colorado State @ Boise State,285377,2022-10-29T23:00:00.000Z,27,-27,-100,-120,2022-10-23T20:37:01.817Z,final,regular,2022,TRUE,TRUE,Colorado State,Mountain West,Boise State,Mountain West,Mountain,Albertsons Stadium,FALSE,Boise,ID,10,49,Mountain,,,9,1584,,1247,,fbs,fbs,,61,10,0.280172165,17.09050208,0.442622951,1.203147472,0.75,0.105263158,3.2,122,0.684210526,26,0.657894737,25,0.034506476,0.487804878,0.724748872,0.783786827,0.35,2.570000613,0.094820224,3.6031685,0.447368421,0.701880672,0.786285656,17.29828444,0.454545455,2.055301031,59,10,0.119350437,7.041675791,0.372881356,1.1234302,1,0.042553191,3.468085106,163,0.659574468,31,0.659574468,31,0.144727841,0.45,0.881569477,0.065924324,0.210526316,2.211803454,0.164059622,7.710802232,0.382978723,0.881569477,-0.055760537,-0.669126441,0.333333333,2.211803454,63,8,0.182607532,11.50427452,0.380952381,1.514646366,0.25,0.205128205,2.807692308,110,1.153846154,45,1.794871795,70,0.11406457,0.418604651,1.365016288,0.329974901,0.3,1.9635366,0.105042702,4.096665368,0.358974359,1.401498561,0.308650381,7.40760915,0.416666667,1.673053293,51,9,0.090786455,4.630109226,0.450980392,0.767889569,0.8,0.238095238,2.5,53,1.047619048,22,0.714285714,15,0.152931231,0.647058824,0.662514211,-0.033503097,0.058823529,3.08614746,0.018879073,0.396460541,0.380952381,0.773125418,0.21995285,6.378632648,0.517241379,0.765097116,FALSE
2022-USC @ Arizona,285399,2022-10-29T22:00:00.000Z,-15,15,-110,-110,2022-10-23T20:37:01.780Z,final,regular,2022,TRUE,TRUE,USC,Pac 12,Arizona,Pac 12,South,Arizona Stadium,FALSE,Tucson,AZ,45,37,South,,,9,1364,,1713,,fbs,fbs,,67,12,0.495093109,33.17123832,0.611940299,1.199784081,0.833333333,0.071428571,4.285714286,120,1.714285714,48,0.5,14,0.618745745,0.698113208,1.100922023,0.02697956,0.285714286,2.114258115,0.310158811,8.684446704,0.642857143,0.692182855,0.627866452,24.48679162,0.58974359,1.597037214,73,12,0.608539808,44.42340602,0.630136986,1.243886189,0.888888889,0.137931034,2.789655172,81,0.931034483,27,0.310344828,9,0.553872168,0.655172414,1.221441897,0.819921351,0.533333333,1.350496581,0.205635518,5.963430018,0.551724138,0.826066586,0.874090364,38.459976,0.681818182,1.466723311,69,11,0.459551195,31.70903245,0.463768116,1.701711169,1,0.130434783,4.104347826,94,2.217391304,51,3.826086957,88,0.387226534,0.52173913,1.352587064,0.604200517,0.347826087,2.749083484,0.481782569,11.08099909,0.47826087,1.411328668,0.448435508,20.62803337,0.456521739,1.853816289,76,10,0.442245603,33.61066586,0.552631579,1.215805854,0.875,0.21875,3.053125,98,1,32,0.53125,17,0.437942998,0.611111111,1.13981609,0.452806545,0.409090909,1.494434985,0.325588504,10.41883212,0.5625,0.960426007,0.527087131,23.19183374,0.545454545,1.407340739,FALSE
2022-Kentucky @ Tennessee,285401,2022-10-29T23:00:00.000Z,13,-13,-120,-100,2022-10-23T20:10:47.879Z,final,regular,2022,TRUE,TRUE,Kentucky,SEC,Tennessee,SEC,East,Neyland Stadium,FALSE,Knoxville,TN,6,44,East,,,9,1898,,1712,,fbs,fbs,,81,15,0.622585536,50.42942838,0.518518519,1.768032524,0.625,0.162790698,2.86744186,123,1.023255814,44,1.23255814,53,0.358735661,0.523809524,1.260818243,1.546060096,0.5,3.627818218,0.358597149,15.41967742,0.465116279,1.378907352,0.921309236,35.00975096,0.578947368,2.12178268,75,13,0.060791935,4.559395088,0.413333333,1.03681154,1,0.230769231,1.861538462,48,0.807692308,21,0.115384615,3,0.046021322,0.529411765,0.822912274,0.092179485,0.166666667,2.480631587,-0.09294381,-2.41653906,0.384615385,0.602102613,0.142366003,6.975934147,0.428571429,1.243815791,73,10,0.21594467,15.76396089,0.452054795,1.373993254,0.583333333,0.229166667,3.347916667,161,1.1875,57,1.229166667,59,0.140798968,0.5,1.221087224,0.429516663,0.315789474,2.062070391,0.264835075,12.71208361,0.520833333,0.996227442,0.122075091,3.051877279,0.32,2.554511418,47,9,0.085650094,4.025554411,0.340425532,1.223830423,0,0.444444444,1.644444444,15,0.777777778,7,0.666666667,6,0.250090612,0.482758621,1.149707683,-0.179281852,0.111111111,1.742689608,-0.220567502,-1.985107519,0.222222222,1.081039232,0.158175314,6.01066193,0.368421053,1.244229165,FALSE
2022-UAB @ Florida Atlantic,285412,2022-10-29T23:00:00.000Z,-5,5,-110,-110,2022-10-23T20:37:01.890Z,final,regular,2022,TRUE,FALSE,UAB,Conference USA,Florida Atlantic,Conference USA,East,FAU Stadium,FALSE,Boca Raton,FL,17,24,West,,,9,1384,,1598,,fbs,fbs,,57,10,0.168898874,9.627235797,0.473684211,1.19904423,0.75,0.057142857,3.845714286,135,1.257142857,44,1.314285714,46,-0.0018953,0.465116279,0.865902094,0.693480979,0.5,2.150878902,0.205473966,7.191588814,0.542857143,0.826492724,0.110711226,2.435646983,0.363636364,2.083854055,67,11,0.241551231,16.18393247,0.402985075,1.368276104,0.6,0.153846154,3.297435897,129,1.128205128,44,2.333333333,91,0.021098074,0.463414634,0.867925294,0.589188902,0.307692308,2.55660928,0.140027127,5.461057956,0.358974359,1.123732488,0.483685582,13.05951072,0.481481481,1.631630768,52.4,11.8,0.118747539,8.031206544,0.380448534,1.364839744,0.656410256,0.128,3.579,128,1.25,45.4,1.999,71.6,0.062085915,0.442222222,0.916163105,0.231877745,0.258235294,2.802351612,0.203569871,7.990070289,0.437,0.96034843,0.164461292,3.398079595,0.275776398,3.039582456,62,11.6,0.136956248,7.580611982,0.451515152,1.107941087,1,0.1126294,3.59805383,135.2,1.272049689,48.8,1.162318841,47,0.308673255,0.587338501,1.010309298,-0.19406447,0.159130435,1.966758638,0.231613334,7.986313778,0.493995859,0.936489351,0.002937568,-0.073055674,0.390909091,1.430650293,FALSE
